ハチ発生	松戸市日暮4丁目	35.786877	139.938065	2	40
ハチ発生	松戸市日暮5丁目	35.789604	139.940674	4	80
ハチ発生	松戸市日暮6丁目	35.790672	139.944	2	40
ハチ発生	松戸市日暮7丁目	35.788227	139.944061	5	100
ハチ発生	松戸市日暮8丁目	35.784779	139.938293	6	120
ハチ発生	松戸市馬橋	35.811863	139.918777	14	280
ハチ発生	松戸市八ヶ崎1丁目	35.819798	139.934738	13	260
ハチ発生	松戸市八ヶ崎2丁目	35.816925	139.933289	6	120
ハチ発生	松戸市八ヶ崎3丁目	35.81374	139.935257	14	280
ハチ発生	松戸市八ヶ崎4丁目	35.810848	139.938934	10	200
ハチ発生	松戸市八ヶ崎5丁目	35.808716	139.935379	11	220
ハチ発生	松戸市八ヶ崎6丁目	35.808132	139.929291	15	300
ハチ発生	松戸市八ヶ崎7丁目	35.811119	139.928406	4	80
ハチ発生	松戸市八ヶ崎8丁目	35.814297	139.926743	2	40
ハチ発生	松戸市八ヶ崎緑町	35.816536	139.928864	4	80
ハチ発生	松戸市樋野口	35.790134	139.894623	4	80
ハチ発生	松戸市平賀	35.841846	139.931564	1	20
ハチ発生	松戸市北松戸1丁目	35.802315	139.912735	3	60
ハチ発生	松戸市北松戸2丁目	35.800159	139.914795	6	120
ハチ発生	松戸市北松戸3丁目	35.801357	139.915878	4	80
ハチ発生	松戸市牧の原	35.792347	139.955338	9	180
ハチ発生	松戸市牧の原1丁目	35.791592	139.948578	3	60
ハチ発生	松戸市牧の原2丁目	35.789516	139.94986	10	200
ハチ発生	松戸市牧の原7丁目	35.790356	139.957642	1	20
ハチ発生	松戸市本町	35.78548	139.898575	17	340
ハチ発生	松戸市稔台	35.785198	139.929352	4	80
ハチ発生	松戸市稔台1丁目	35.787495	139.933029	7	140
ハチ発生	松戸市稔台2丁目	35.785065	139.933456	17	340
ハチ発生	松戸市稔台3丁目	35.781879	139.933105	13	260
ハチ発生	松戸市稔台4丁目	35.779411	139.933395	3	60
ハチ発生	松戸市稔台5丁目	35.781673	139.927917	2	40
ハチ発生	松戸市稔台6丁目	35.784184	139.924744	3	60
ハチ発生	松戸市稔台7丁目	35.785698	139.928558	7	140
ハチ発生	松戸市稔台8丁目	35.786583	139.922852	5	100
ハチ発生	松戸市野菊野	35.779766	139.913574	1	20
ハチ発生	松戸市緑ヶ丘2丁目	35.787003	139.915421	1	20
ハチ発生	松戸市六高台1丁目	35.795322	139.9841	3	60
ハチ発生	松戸市六高台2丁目	35.795311	139.988647	4	80
ハチ発生	松戸市六高台3丁目	35.797577	139.987457	3	60
ハチ発生	松戸市六高台4丁目	35.798344	139.992035	2	40
ハチ発生	松戸市六高台5丁目	35.801075	139.994492	2	40
ハチ発生	松戸市六高台6丁目	35.801502	139.988861	1	20
ハチ発生	松戸市六高台8丁目	35.799366	139.982101	4	80
ハチ発生	松戸市六高台西	35.799286	139.980286	1	20
ハチ発生	松戸市六実1丁目	35.792072	139.988602	3	60
ハチ発生	松戸市六実2丁目	35.79137	139.994156	8	160
ハチ発生	松戸市六実3丁目	35.791981	139.996536	8	160
ハチ発生	松戸市六実4丁目	35.792583	139.99852	1	20
ハチ発生	松戸市六実6丁目	35.795719	139.996414	5	100
ハチ発生	松戸市六実7丁目	35.793888	139.991745	3	60
ハチ発生	松戸市和名ヶ谷	35.776794	139.922424	24	480
